201148
andaba 35
andaban 17
andad 2
andado 21
andadura 1
andaluci 9
andaluz 1
andamos 3
andan 9
andando 7
andante 92
andantes 85
andantesca 3
andantescas 1
andanza 2
andar 27
andara 3
andarme 1
andarse 2
andas 9
ande 4
andemos 2
anden 1
andes 2
ando 7
andose 1
andre 17
andrea 2
andurriales 2
anduve 1
anduvie 1
anduviera 2
anduvieron 2
anduviese 2
anduviesen 2
anduvimos 1
anduvo 6
anega 1
anegaron 2
anegase 1
anejas 2
anejo 1
anexas 2
anexo 1
ange 4
angeo 2
angustia 4
ani 2
anillo 4
anima 2
animal 3
animalejo 1
animales 3
animara 1
anime 1
animo 1
animoso 1
aniquilado 1
aniquilan 1
aniquilar 1
aniquile 1
anme 1
anoche 7
anochece 1
anochecen 1
anochecer 3
anocheci 3
anocheciese 1
anochecio 1
anos 2
anotacio 1
anse 1
ansele 1
anselmo 137
ansi 38
ansia 3
ansias 3
ansimesmo 12
ansimismo 4
ante 22
antecedentes 1
antecogiendo 2
anteo 1
anteojos 1
antequera 3
anterior 1
antes 134
antifaces 3
antifaz 2
antigua 8
antiguas 2
antiguo 7
antiguos 7
antiqui 1
antoja 4
antojadiza 2
antojase 2
antojo 4
antonio 3
antonomasia 1
antor 1
anulaba 2
anulo 1
apa 1
apacara 1
apacentando 1
apacibilidad 1
apacible 9
apacientan 1
apaciguarse 1
apaciguo 4
apago 1
apaleado 2
apaleo 1
aparato 1
apare 2
apareci 1
aparecido 1
apareja 2
aparejos 4
apariencia 6
apariencias 2
aparta 9
apartadas 1
apartado 6
apartados 1
apartar 5
apartarle 1
apartarme 3
apartaron 2
apartarse 6
aparte 18
aparten 1
aparto 9
apasionado 1
apasionados 2
apea 9
apeado 1
apeados 2
apear 4
apearme 2
apearon 2
apearse 5
apease 2
apelativo 1
apellidado 1
apellidari 1
apellido 4
apellidos 1
apenas 51
apenino 1
apeo 3
apercebida 1
apero 2
apetecerlo 1
apetito 5
aplacar 1
aplacaron 1
aplace 1
aplauso 1
aplica 1
aplicaba 1
apo 4
apoca 1
apocado 1
apolo 4
apoques 1
aporreaba 1
aporreado 4
aporreantes 1
aporrear 1
aportares 1
aposento 54
aposentos 1
apostar 1
apostare 2
apostura 3
apoyar 1
apremio 2
aprendi 1
aprendido 1
apreta 3
apretaba 2
apretada 2
apretadas 1
apretado 1
apretando 2
apretar 4
apretarse 1
apreto 5
apriesa 13
aprieta 5
aprieto 1
aprisa 1
aprisco 1
apriscos 1
aprisionado 1
aprobacio 4
aprobara 1
aprobe 1
aprobio 1
aprobo 1
apropiado 1
aprovecha 4
aprovechaba 3
aprovechaban 1
aprovechamiento 2
aprovechar 6
aprovechara 1
aprovecharse 5
aprovechase 1
aproveche 1
aprovecho 5
aprueba 1
apuesta 1
apun 1
apunta 1
apuntado 1
apuntamiento 2
apuntando 1
apuntarme 2
apunte 1
apurada 1
apurado 1
apuro 2
aque 33
aquel 297
aquella 219
aquellas 62
aquello 73
aquellos 89
aquesa 2
aquesos 1
aquesta 1
aqueste 3
aquestos 2
aqui 225
aquien 1
aquiles 4
ar 23
ara 12
arabia 2
arabias 1
arado 2
arago 3
aranceles 1
aranjuez 1
aras 1
araucana 1
arboles 1
arcabuceri 1
arcabuces 1
arcabuz 1
arcabuzazos 1
arcadia 1
arcaduz 1
arcala 1
archivo 3
archivos 3
arco 1
arcos 2
arder 1
ardi 2
ardiendo 2
ardiente 4
ardimiento 1
ardite 3
ardites 1
ardor 3
ardua 1
arduo 1
are 1
aremos 1
arena 7
arenas 2
arenga 3
arengas 1
arenoso 1
arenques 1
argamasa 1
argamasilla 6
argamasillesco 1
argel 15
argollas 1
argu 2
argumento 2
arguyo 2
ariosto 1
aristo 2
arla 1
arle 3
arles 1
arma 4
armada 8
armadas 1
armado 24
armados 8
armadura 1
armalle 1
armar 3
armarse 1
armas 76
armase 1
armazo 1
arme 2
armenia 1
armeri 4
armin 1
arminio 4
armo 2
armoni 2
arnau 3
aroma 2
aron 1
aros 1
arpa 2
arpadas 1
arpillera 1
arqueta 1
arra 1
arranca 2
arrancaba 3
arrancado 1
arrancarse 2
arranco 2
arrastrarse 1
arrastro 1
arrear 1
arrebata 1
arrebato 1
arremangado 2
arremeter 2
arremetiendo 1
arremetieron 2
arremetio 19
arrendada 1
arrendamiento 1
arrendar 1
arreos 1
arrepentida 1
arrepentido 4
arrepentimiento 3
arrepienta 1
arrepintio 1
arriba 15
arriero 18
arrieros 9
arrimada 1
arrimado 3
arrimo 2
arrimos 1
arro 1
arrobamiento 1
arrobas 2
arrocadas 1
arrodillada 2
arrogancia 1
arrogancias 2
arrogante 9
arroja 3
arrojaba 3
arrojado 1
arrojan 1
arrojando 2
arrojari 1
arrojarlos 1
arrojarse 1
arrojas 1
arrojasen 1
arrojo 12
arroparon 1
arropasen 1
arrostre 2
arroyo 11
arroyos 4
arroyuelo 2
arrullar 1
arse 1
arsele 1
arte 17
artes 2
arti 1
artificio 18
artificiosa 2
artificioso 1
artificiosos 1
artilleri 4
artu 3
arturo 1
arzo 6
arzobispales 1
arzobispo 12
arzobispos 2
arzones 1
as 364
asaduras 1
asalariado 1
asalta 2
asalten 1
asalto 3
asaltos 5
asaz 3
asca 1
asco 3
ase 17
asegu 4
asegura 6
aseguraba 1
aseguran 1
asegurar 4
asegurara 2
asegurare 1
asegurari 1
asegurarse 1
aseguro 2
asen 1
asendereado 1
asenta 1
asentaba 2
asentari 1
asento 4
aser 1
asestan 1
asi 576
asia 1
asida 6
asidas 1
asido 6
asidos 1
asie 12
asiendo 1
asienta 1
asiento 4
asiera 1
asieron 1
asimesmo 17
asimismo 21
asio 11
asir 1
asirle 1
asirse 1
asiste 1
asistencia 2
asisti 1
asistir 1
asnalmente 1
asno 52
asnos 3
asolase 1
asoma 2
asomar 1
asomaron 1
asombradiza 1
asombrado 2
asombro 2
asomos 1
aspa 1
aspado 1
aspas 2
aspereza 3
asperezas 8
asperi 1
aspirar 1
asquerosas 1
astardo 1
aste 2
astes 1
astillas 1
astillero 2
astolfo 1
astro 1
astrologi 1
astroso 1
astucias 2
asturiana 7
astuto 1
asuela 1
ata 1
atada 3
atadas 6
atadillo 1
atado 13
atados 3
atadura 1
atajan 1
atajar 1
atajase 1
atalaya 1
atambores 1
atan 4
atar 2
ataron 1
ate 1
atencio 12
atended 2
atender 3
atendi 2
atendiendo 2
atendimos 1
atengo 1
atenido 1
atenta 6
atentado 3
atentados 1
atentamente 9
atentas 1
atenti 4
atento 12
atentos 5
atenuado 1
aterrada 1
atestada 1
atestados 1
atie 1
atienda 1
atienden 3
atienen 1
atinar 2
ato 11
atontada 1
atra 6
atraen 1
atraer 2
atraera 1
atraerle 1
atraillado 1
atrancar 1
atravesaba 2
atravesado 1
atravesados 1
atravesando 1
atravesarla 1
atraveso 2
atraviesa 1
atreva 2
atrevan 1
atreve 1
atreven 3
atrevera 2
atrevere 1
atrevi 2
atrevida 3
atrevido 9
atrevidos 2
atreviera 1
atrevieres 1
atrevimiento 10
atrevimientos 3
atrevio 5
atrevo 1
atribui 2
atribuirle 1
atribuirme 1
atributos 2
atribuyan 1
atribuyas 1
atribuye 1
atribuyendo 1
atribuyeron 1
atronaba 1
atropellada 1
atropellar 1
atropellaron 1
atroz 1
atrozmente 1
aturdido 1
au 68
audaci 1
audiencia 1
audiencias 1
auditorio 1
augusto 1
aula 1
aullido 1
aumenta 2
aumentan 1
aumento 4
aun 147
aunque 270
aurora 1
ause 2
ausencia 26
ausencias 3
ausenta 1
ausentado 2
ausentar 2
ausentarse 3
ausentas 1
ausentase 1
ausentasen 1
ausente 12
ausentes 1
ausento 4
austri 1
austria 4
aute 3
auto 1
autor 24
autores 8
autoridad 5
autorizar 1
autos 1
avasallado 1
ave 4
avellanadas 1
avemari 2
avenga 2
aveni 1
avenid 1
aventaja 1
aventajaba 1
aventajaban 1
aventajara 1
aventajarme 1
aventajaron 1
aventajase 1
aventura 56
aventuraba 1
aventurado 1
aventurados 1
aventurando 1
aventurari 1
aventurarlo 1
aventurarse 1
aventuras 56
aventure 3
aventurera 1
aventurero 9
aventureros 6
avergonzados 1
avergu 2
averiguada 5
averiguado 6
averiguallo 1
averiguar 7
averiguarlo 1
averiguarse 1
aves 1
avi 3
aviene 1
aviesas 1
avila 1
avino 5
avisa 1
avisada 1
avisadas 1
avisado 1
avisar 3
avisari 1
avisarle 1
avisarme 1
avisarte 1
avisase 1
avisasen 1
avise 3
aviso 15
avisote 1
avivado 1
avivar 2
avivo 1
ay 17
ayer 10
ayes 1
ayo 1
ayu 3
ayuda 19
ayudador 1
ayudar 8
ayudara 2
ayudaran 2
ayudare 1
ayudaremos 1
ayudari 1
ayudarle 2
ayudarles 2
ayudarme 2
ayudaron 1
ayudaros 1
ayudase 4
ayudasen 2
ayude 4
ayudes 1
ayudo 5
ayunase 1
ayunos 1
ayuntado 1
az 1
aza 1
azaca 1
azar 1
azo 2
azogado 1
azogue 2
azoguejo 1
azota 1
azotaba 1
azote 7
azotes 9
azpeitia 1
azufre 2
azul 3
azules 3
azumbre 1
azumbres 1
ba 24
babazo 1
babera 1
babieca 5
bacalao 2
bachiller 9
baci 34
baciyelmo 1
bades 3
bados 1
baeza 2
bagarinos 2
bailar 1
baja 16
bajaba 1
bajaban 2
bajar 5
bajaron 1
bajas 1
bajase 3
bajel 16
bajeles 3
bajeza 1
bajezas 1
bajo 13
bajos 1
bal 3
bala 9
balanza 1
balas 1
balazo 1
balco 1
balcones 2
balde 3
baldominos 1
baldones 3
baldovinos 4
bale 4
balidos 1
ballena 1
ballesta 2
ballestas 1
balo 2
bame 2
bamos 29
ban 24
bana 1
banas 3
banco 3
bancos 1
bandera 2
banderas 1
bando 1
banle 5
banlo 1
banquete 1
banquetes 1
banse 5
banselo 1
baptizada 1
baptizalla 1
barata 1
barba 20
barbado 5
barbarroja 2
barbas 25
barbecho 1
barberi 1
barbero 138
barberos 1
barca 31
barco 3
bardas 7
baroni 1
barra 2
barraba 1
barragani 1
barranco 1
barras 2
barriga 1
barriles 1
barroso 1
barruntos 3
bartolome 2
bascas 1
base 24
baselo 1
baseme 2
basilea 2
basilisco 3
basta 25
bastaba 6
bastante 15
bastantes 5
bastara 3
bastaran 1
bastarda 1
bastardo 1
bastare 1
bastase 1
bastecida 1
bastimento 1
bastimentos 1
basto 5
bata 3
batalla 43
batallas 15
batanee 1
batanes 9
bate 1
batir 1
bautice 1
bautismo 3
bayardo 1
baza 1
bbaladro 1
bebamos 1
bebas 4
bebe 5
bebed 1
beben 4
beber 10
bebi 1
bebida 2
bebiere 1
bebieron 1
bebio 3
beldad 2
beliani 3
belianis 1
belianises 2
belitre 2
bella 10
bellaco 12
bellaconazo 1
bellacos 4
bellacuelo 1
bellaqueri 8
bellas 2
belleza 16
bellezas 2
belli 2
bellos 2
bellotas 4
belo 1
belona 1
beltenebros 2
bendeci 1
bendecire 1
bendicio 9
bendiciones 1
bendiga 1
bendigo 1
bendita 4
benditas 1
benditi 2
bendito 3
benditos 1
beneficiado 2
beneficio 5
beneficios 2
benengeli 5
benigno 1
benito 3
bensela 1
berberi 7
bermello 1
bernardo 5
berrocal 1
besa 8
besaba 4
besad 2
besado 2
besamos 1
besar 5
besara 2
besarle 1
bese 3
beso 7
bestia 1
bestias 3
bete 6
betis 2
bien 551
bienaya 1
biencriado 1
bienes 9
bienllegada 1
biga 1
bigo 9
bigos 1
bigote 2
bigotes 2
bil 3
biles 1
billete 8
billetes 2
birretillo 1
bisabuelos 1
bito 15
bitos 3
bizarra 1
bizarri 5
bizco 2
bizcocho 2
bizma 1
bizmado 1
bizmalle 1
bizmar 1
bizmas 1
blacura 1
blanca 10
blancas 8
blanco 22
blancos 4
blancura 3
blanda 7
blandas 2
blandeando 1
blandiendo 1
blando 5
blandos 1
blanqui 1
blas 1
blasfemia 3
blasfemias 5
blasfemo 2
ble 3
bles 1
blica 11
blicamente 1
blicas 8
blico 5
boca 54
bocado 3
bocados 2
bocina 1
boda 2
bodas 3
bodegonero 1
bodoques 1
bofetadas 1
bofeto 1
bofetones 1
bogaban 4
bogando 2
bogar 3
bogase 1
bogasen 2
bogo 1
bola 1
boliche 1
bolsa 1
bolsas 1
bondad 31
bonete 1
bonetillo 2
boni 5
bonico 1
bonitamente 4
bora 1
borbollones 1
borcegui 1
bordando 1
bordo 2
borgon 6
borla 1
borraba 1
borracho 2
borrador 1
borrarle 1
borrasca 5
borrascas 1
borrica 2
borrico 2
borro 1
bosque 11
bosquejo 1
bosques 3
bota 3
botanas 1
botecillo 1
botica 1
boto 1
boyardo 1
boyero 5
br 1
bracmanes 1
bradamante 1
bramaba 1
bramido 1
brandabarbaran 1
brasero 1
brava 1
bravo 2
bravos 2
brazo 60
brazos 46
brebaje 3
bren 2
bretan 4
bretones 1
brevaje 2
breve 11
brevedad 14
brevemente 6
breves 12
bri 8
briareo 1
brica 1
brida 1
brilladoro 1
brioso 2
brocabruno 1
brocado 1
bronca 1
bronce 5
bronces 1
bronci 1
brujo 1
brumadas 1
brumo 1
brutesco 1
bruto 1
buce 1
buco 1
buen 199
buena 191
buenamente 5
buenas 36
bueno 51
buenos 43
buey 3
bueyes 14
bufete 1
buho 1
buitre 2
bula 3
bulas 4
bullente 1
bulli 2
bullo 1
bulto 7
bultos 1
burla 24
burladas 1
burlado 4
burlador 1
burlais 1
burlando 1
burlaron 1
burlas 10
burle 2
burlo 4
busca 23
buscaba 8
buscaban 3
buscada 1
buscado 1
buscador 1
buscalle 5
buscallos 1
buscan 1
buscando 25
buscar 50
buscara 3
buscarle 10
buscarlos 1
buscarme 1
buscarnos 1
buscaron 1
buscaros 1
buscas 1
buscase 5
buscasen 1
buscases 1
busco 1
bustamante 1
ca 17
caalleri 1
caba 1
cabal 3
cabalgaba 1
cabalgadura 1
cabalgaduras 3
caballeresca 2
caballerescas 2
caballeri 140
caballeriza 8
caballerizo 2
caballerizos 1
caballero 352
caballeros 155
caballo 92
caballos 14
caban 2
cabe 3
cabecera 3
cabello 2
cabellos 25
caber 6
cabero 1
cabestro 9
cabeza 95
cabezas 2
cabizbajo 3
cablleros 1
cabo 63
cabra 11
cabras 13
cabrerizo 2
cabrero 45
cabreros 17
cabrito 1
cabro 1
cachidiablo 1
cachopines 1
cachorros 2
caco 2
cada 92
cadena 15
cadenas 7
cadenilla 1
cae 7
caen 3
caer 32
caera 3
caeri 1
cai 36
caiga 1
caigo 2
caja 5
cajita 1
cala 3
calabazadas 4
calabre 1
calamidades 4
calamitosos 2
calatrava 2
caldeas 2
caldeos 1
caldero 3
calentar 1
calenturas 1
caleta 1
caletre 1
calidad 20
calidades 1
calienta 1
caliente 2
calla 6
callaba 9
callaban 2
callado 3
callando 8
callar 9
callare 4
callarlo 1
callase 1
calle 13
calles 4
callo 7
calo 1
calor 2
calos 1
calurosos 1
calvatrueno 1
calza 2
calzarse 1
calzas 3
calzo 1
calzones 6
cama 24
camarada 5
camaradas 11
camarancho 2
camas 4
cambio 2
came 2
camila 150
camina 4
caminaba 5
caminaban 5
caminallas 1
caminan 2
caminando 5
caminante 9
caminantes 10
caminar 17
caminaron 2
caminase 1
caminasen 2
camine 3
caminemos 1
camino 121
caminos 24
camisa 11
camisas 7
campan 7
campana 1
campanario 1
campo 37
campos 10
can 23
canales 1
canalla 5
canario 1
canas 2
canasta 1
cancio 4
cancion 1
cancionero 1
canciones 3
candado 2
candados 1
candeal 3
candil 7
candilazo 1
candilazos 1
candiles 1
canes 2
cano 48
canonizar 1
cansa 2
cansaba 1
cansaban 1
cansada 2
cansado 9
cansados 4
cansancio 8
cansarse 4
cansas 1
canse 7
canses 2
canso 2
canta 10
cantaba 9
cantaban 1
cantadas 1
cantando 5
cantar 6
cantarillo 2
cantaron 1
cantase 2
cante 1
canten 1
cantera 1
